model,brand,company,year,price,engine,horsepower,fuelcons,clearance,trunk,body,country,quantity,body1,body2,body3,body4,russia,price_adj,tariff,comp_id,share,sumshare,logshare,comp1,comp2,comp3,comp4,comp5,comp6,comp7,comp8,comp9,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,brand_id,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup,mc,margins,counter_tariff
4x4,Lada,Renault Group,2016,465700,1.7,83,9.9,205,265,SUV,Russia,27274,1,0,0,0,1,349180.28,0,7,.0027274,.084985301,-5.8155913,0,0,0,0,0,1,0,0,0,42.299999,17.599998,21.299999,2711,1097,1448,183.89999,79.900002,84.199989,4430,1913,2107,12010,4938,6542,7,-5.7198424,1.5012804,8,.0027274,465700,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,8.7923384e-09,-7.7342618e-11,-1.8498538e-11,-2.5868155e-11,-1.5475400e-11,-4.8643520e-11,-1.7582515e-11,-1.6506917e-11,-1.5768985e-11,-3.8792976e-11,-2.6065641e-11,-2.5176949e-11,0,0,0,0,0,0,322135.78,143564.22,.69172382,0
Granta,Lada,Renault Group,2016,389000,1.6,87,7,160,520,sedan,Russia,87726,0,0,1,0,1,291670.88,0,7,.0087726004,.084985301,-4.6473069,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1093,1444,183.89999,82.800003,87.099991,4430,1958,2152,12010,4683,6287,7,-4.9478922,1.2464205,9,.0087726004,389000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-7.7342618e-11,2.8108866e-08,-5.9499988e-11,-8.3204145e-11,-4.9776159e-11,-1.5646041e-10,-5.6553633e-11,-5.3094005e-11,-5.0720469e-11,-1.2477644e-10,-8.3839352e-11,-8.0980903e-11,0,0,0,0,0,0,322135.78,66864.219,.82811254,0
Kalina,Lada,Renault Group,2016,454500,1.6,87,7,145,355,universal,Russia,20982,0,0,0,1,1,340782.59,0,7,.0020981999,.084985301,-6.0778604,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1093,1444,183.89999,82.800003,87.099991,4430,1973,2167,12010,4848,6452,7,-5.4238405,1.4660993,10,.0020981999,454500,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.8498538e-11,-5.9499988e-11,6.7682495e-09,-1.9900477e-11,-1.1905288e-11,-3.7421656e-11,-1.3526300e-11,-1.2698839e-11,-1.2131144e-11,-2.9843593e-11,-2.0052404e-11,-1.9368729e-11,0,0,0,0,0,0,322135.75,132364.25,.7087695,0
Largus,Lada,Renault Group,2016,554900,1.6,87,8.199999999999999,145,560,universal,Russia,29341,0,0,0,1,1,416062.16,0,7,.0029341001,.084985301,-5.7425394,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1093,1444,183.89999,81.600006,85.899994,4430,1973,2167,12010,4643,6247,7,-5.4196496,1.7884643,11,.0029341001,554900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-2.5868155e-11,-8.3204145e-11,-1.9900477e-11,9.4567190e-09,-1.6648226e-11,-5.2330040e-11,-1.8915033e-11,-1.7757918e-11,-1.6964062e-11,-4.1732957e-11,-2.8041064e-11,-2.7085022e-11,0,0,0,0,0,0,322135.75,232764.25,.58052939,0
Priora,Lada,Renault Group,2016,424900,1.6,87,7.3,165,430,sedan,Russia,17553,0,0,1,0,1,318588.59,0,7,.0017553,.084985301,-6.2563004,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1093,1444,183.89999,82.5,86.799988,4430,1953,2147,12010,4773,6377,7,-5.1892762,1.3710883,12,.0017553,424900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.5475400e-11,-4.9776159e-11,-1.1905288e-11,-1.6648226e-11,5.6640888e-09,-3.1305993e-11,-1.1315754e-11,-1.0623521e-11,-1.0148602e-11,-2.4966381e-11,-1.6775324e-11,-1.6203379e-11,0,0,0,0,0,0,322135.75,102764.25,.75814486,0
Vesta,Lada,Renault Group,2016,569900,1.6,106,6.9,178,480,sedan,Russia,55174,0,0,1,0,1,427309.09,0,7,.0055173999,.084985301,-5.1110334,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1074,1425,183.89999,82.900002,87.199989,4430,1940,2134,12010,4723,6327,7,-4.942245,1.8320509,13,.0055173999,569900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-4.8643520e-11,-1.5646041e-10,-3.7421656e-11,-5.2330040e-11,-3.1305993e-11,1.7736721e-08,-3.5568586e-11,-3.3392705e-11,-3.1899903e-11,-7.8476330e-11,-5.2729546e-11,-5.0931766e-11,0,0,0,0,0,0,322135.78,247764.22,.56524968,0
Xray,Lada,Renault Group,2016,599900,1.6,106,7.2,195,361,hatchback,Russia,19943,0,1,0,0,1,449803.03,0,7,.0019942999,.084985301,-6.1286469,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1074,1425,183.89999,82.600006,86.899994,4430,1923,2117,12010,4842,6446,7,-5.195683,1.9353235,14,.0019942999,599900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.7582515e-11,-5.6553633e-11,-1.3526300e-11,-1.8915033e-11,-1.1315754e-11,-3.5568586e-11,6.4337646e-09,-1.2070009e-11,-1.1530427e-11,-2.8365778e-11,-1.9059436e-11,-1.8409616e-11,0,0,0,0,0,0,322135.78,277764.22,.53698248,0
Qashqai,Nissan,Renault Group,2016,1129000,1.2,115,6.2,200,430,SUV,Russia,18723,1,0,0,0,1,846520.44,0,7,.0018723001,.084985301,-6.1917725,0,0,0,0,0,1,0,0,0,42.299999,18.099998,21.799999,2711,1065,1416,183.89999,83.600006,87.899994,4430,1918,2112,12010,4773,6377,10,-6.1058488,3.6426859,15,.0018723001,1129000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.6506917e-11,-5.3094005e-11,-1.2698839e-11,-1.7757918e-11,-1.0623521e-11,-3.3392705e-11,-1.2070009e-11,6.0409220e-09,-1.0825061e-11,-2.6630522e-11,-1.7893489e-11,-1.7283421e-11,0,0,0,0,0,0,322135.78,806864.25,.28532842,0
X-trail,Nissan,Renault Group,2016,1409000,2,144,8.300000000000001,210,497,SUV,Russia,17886,1,0,0,0,1,1056463.5,0,7,.0017886,.084985301,-6.2375069,0,0,0,0,0,1,0,0,0,42.299999,17.299999,21,2711,1036,1387,183.89999,81.5,85.799988,4430,1908,2102,12010,4706,6310,10,-6.7128644,4.5464792,16,.0017886,1409000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.5768985e-11,-5.0720469e-11,-1.2131144e-11,-1.6964062e-11,-1.0148602e-11,-3.1899903e-11,-1.1530427e-11,-1.0825061e-11,5.7713505e-09,-2.5440022e-11,-1.7093571e-11,-1.6510775e-11,0,0,0,0,0,0,322135.75,1086864.3,.22862722,0
Duster,Renault,Renault Group,2016,689000,1.6,114,7.4,205,475,SUV,Russia,44001,1,0,0,0,1,516609.88,0,7,.0044001001,.084985301,-5.3373127,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1066,1417,183.89999,82.400002,86.699989,4430,1913,2107,12010,4728,6332,12,-5.0314708,2.2174087,17,.0044001001,689000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-3.8792976e-11,-1.2477644e-10,-2.9843593e-11,-4.1732957e-11,-2.4966381e-11,-7.8476330e-11,-2.8365778e-11,-2.6630522e-11,-2.5440022e-11,1.4160842e-08,-4.2051560e-11,-4.0617839e-11,0,0,0,0,0,0,322135.78,366864.22,.46754104,0
Logan,Renault,Renault Group,2016,534000,1.6,82,7.2,155,510,sedan,Russia,29565,0,0,1,0,1,400391.41,0,7,.0029565,.084985301,-5.7349339,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1098,1449,183.89999,82.600006,86.899994,4430,1963,2157,12010,4693,6297,12,-5.6002817,1.7210641,18,.0029565,534000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-2.6065641e-11,-8.3839352e-11,-2.0052404e-11,-2.8041064e-11,-1.6775324e-11,-5.2729546e-11,-1.9059436e-11,-1.7893489e-11,-1.7093571e-11,-4.2051560e-11,9.5287005e-09,-2.7291799e-11,0,0,0,0,0,0,322135.78,211864.22,.6032505,0
Sandero,Renault,Renault Group,2016,534000,1.6,82,7.2,155,320,hatchback,Russia,28557,0,1,0,0,1,400391.41,0,7,.0028557,.084985301,-5.7696233,0,0,0,0,0,1,0,0,0,42.299999,17.699999,21.4,2711,1098,1449,183.89999,82.600006,86.899994,4430,1963,2157,12010,4883,6487,12,-5.8864617,1.7212381,19,.0028557,534000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-2.5176949e-11,-8.0980903e-11,-1.9368729e-11,-2.7085022e-11,-1.6203379e-11,-5.0931766e-11,-1.8409616e-11,-1.7283421e-11,-1.6510775e-11,-4.0617839e-11,-2.7291799e-11,9.2047561e-09,0,0,0,0,0,0,322135.75,211864.25,.60325044,0
Camry,Toyota,Toyota Group,2016,1407000,2,150,7.2,160,506,sedan,Russia,28063,0,0,1,0,1,1054964,0,9,.0028063001,.084985301,-5.7870731,0,0,0,0,0,0,1,0,0,42.299999,2,36.299999,2711,146,2265,183.89999,7.4000006,162.09999,4430,197,3913,12010,577,10421,14,-5.9942479,4.5353971,20,.0028063001,1407000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.0459737e-09,-2.7761298e-11,0,0,0,0,310990.94,1096009,.22103123,0
Rav 4,Toyota,Toyota Group,2016,1496000,2,146,7.4,197,577,SUV,?,30603,1,0,0,0,0,1121695.8,.25,9,.0030602999,.084985301,-5.7004271,0,0,0,0,0,0,1,0,0,42.299999,2,36.299999,2711,150,2269,183.89999,7.2000003,161.89999,4430,160,3876,12010,506,10350,14,-6.4761915,4.8210559,21,.0024482398,1196800,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.7761298e-11,9.8622168e-09,0,0,0,0,249119.78,947680.25,.16652392,.30000001
Patriot,Uaz,UAZ,2016,699000,2.7,128,11.5,210,1200,SUV,Russia,19381,1,0,0,0,1,524107.84,0,10,.0019381,.084985301,-6.1572318,0,0,0,0,0,0,0,1,0,42.299999,4.7683717e-08,36.899998,2711,0,2455,183.89999,0,160.89999,4430,0,4010,12010,0,9610,15,-6.1372428,2.2551546,22,.0019381,699000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2528116e-09,0,0,0,309956.56,389043.44,.44342855,0
Octavia a7,Skoda,Volkswagen AG,2016,924000,1.6,110,6.4,155,568,hatchback,Russia,21759,0,1,0,0,1,692812.13,0,11,.0021758999,.084985301,-6.0414977,0,0,0,0,0,0,0,0,1,42.299999,3.2000003,35.899998,2711,180,2311,183.89999,11.6,159.5,4430,333,3787,12010,990,9884,13,-5.6338043,2.9803526,23,.0021758999,924000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0183428e-09,-1.8238952e-11,-3.3551904e-11,312335.28,611664.75,.33802518,0
Rapid,Skoda,Volkswagen AG,2016,622000,1.6,90,5.8,170,530,hatchback,Russia,25931,0,1,0,0,1,466373.53,0,11,.0025931001,.084985301,-5.866086,0,0,0,0,0,0,0,0,1,42.299999,3.2000003,35.899998,2711,200,2331,183.89999,12.2,160.09999,4430,318,3772,12010,1028,9922,13,-5.3759375,2.0054159,24,.0025931001,622000,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.8238952e-11,8.3605212e-09,-3.9985040e-11,312335.25,309664.75,.50214672,0
Polo,Volkswagen,Volkswagen AG,2016,599900,1.6,90,5.8,163,460,sedan,Russia,47702,0,0,1,0,1,449803.03,0,11,.0047701998,.084985301,-5.2565517,0,0,0,0,0,0,0,0,1,42.299999,3.2000003,35.899998,2711,200,2331,183.89999,12.2,160.09999,4430,325,3779,12010,1098,9992,16,-5.4172568,1.9299405,25,.0047701998,599900,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.3551904e-11,-3.9985040e-11,1.5346227e-08,312335.25,287564.75,.5206455,0
Niva,Chevrolet,General Motors,2017,608000,1.7,80,10.8,200,320,SUV,Russia,31212,1,0,0,0,1,439653.13,0,2,.0031212,.096781999,-5.6677465,0,1,0,0,0,0,0,0,0,41.200001,4.7683717e-08,37.799999,2708,0,2548,179.60001,1.9073487e-07,158,4450,0,4050,11561,0,10921,1,-5.7690411,1.95924,1,.0031212,608000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,1.0057861e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310324.44,297675.56,.51040202,0
Creta,Hyundai,Hyundai Motor,2017,819900,1.6,123,7,190,402,SUV,Russia,55305,1,0,0,0,1,592881,0,4,.0055304999,.096781999,-5.095686,0,0,1,0,0,0,0,0,0,41.200001,4.8000002,33.200001,2708,350,2112,179.60001,19.4,146.20001,4450,502,3568,11561,1451,9306,5,-5.2850132,2.6356883,2,.0055304999,819900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,1.7778600e-08,-1.2266448e-10,-1.7285547e-10,-4.3998243e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316976.41,502923.59,.38660374,0
Solaris,Hyundai,Hyundai Motor,2017,654900,1.4,100,5.7,160,480,sedan,Russia,68614,0,0,1,0,1,473567.22,0,4,.0068613999,.096781999,-4.8800526,0,0,1,0,0,0,0,0,0,41.200001,5,33.400002,2708,373,2135,179.60001,20.699999,147.5,4450,532,3598,11561,1373,9228,5,-5.2502503,2.1024542,3,.0068613999,654900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-1.2266448e-10,2.2027452e-08,-2.1445268e-10,-5.4586301e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316976.44,337923.56,.48400739,0
Rio,Kia,Hyundai Motor,2017,694900,1.4,100,5.7,160,480,sedan,Russia,96689,0,0,1,0,1,502491.72,0,4,.0096688997,.096781999,-4.5370493,0,0,1,0,0,0,0,0,0,41.200001,5,33.400002,2708,373,2135,179.60001,20.699999,147.5,4450,532,3598,11561,1373,9228,6,-5.3795514,2.2245615,4,.0096688997,694900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-1.7285547e-10,-2.1445268e-10,3.0952744e-08,-7.6921546e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316976.44,377923.56,.45614684,0
Sportage,Kia,Hyundai Motor,2017,1269900,2,150,8,182,491,SUV,?,24611,1,0,0,0,0,918282.19,.25,4,.0024611,.096781999,-5.9053555,0,0,1,0,0,0,0,0,0,41.200001,4.4000001,32.799999,2708,323,2085,179.60001,18.4,145.20001,4450,510,3576,11561,1362,9217,6,-6.3145337,4.0948787,5,.00196888,1015920,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,-4.3998243e-11,-5.4586301e-11,-7.6921546e-11,7.9359843e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255105.25,760814.75,.2008861,.30000001
Cx-5,Mazda,Mazda Motor Corporation,2017,1445000,2,150,6.8,192,442,SUV,Russia,18723,1,0,0,0,1,1044899.4,0,5,.0018723001,.096781999,-6.1787963,0,0,0,1,0,0,0,0,0,41.200001,0,37.200001,2708,0,2408,179.60001,1.9073487e-07,166,4450,0,4066,11561,0,10677,8,-6.5263853,4.662251,6,.0018723001,1445000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,6.0409220e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309936.16,1135063.9,.21448869,0
on-do,Datsun,Renault Group,2017,493000,1.6,87,7,174,530,sedan,Russia,19712,0,0,1,0,1,356495.06,0,7,.0019712001,.096781999,-6.1273212,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,89.5,76.100006,4450,2157,1945,11561,5160,5341,3,-5.254365,1.5904927,7,.0019712001,493000,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,6.3593903e-09,-1.8536641e-11,-5.9696255e-11,-1.2736891e-11,-2.1410393e-11,-4.9249445e-11,-2.1230703e-11,-1.2885995e-11,-1.3142786e-11,-2.7926984e-11,-1.9731383e-11,-1.9523657e-11,-1.9249663e-11,0,0,0,0,0,0,325062.25,167937.75,.65935546,0
4x4,Lada,Renault Group,2017,483900,1.7,83,9.9,205,265,SUV,Russia,29091,1,0,0,0,1,349914.75,0,7,.0029090999,.096781999,-5.7381201,0,0,0,0,0,1,0,0,0,41.200001,19.199999,18.6,2708,1211,1331,179.60001,86.599998,73.200005,4450,2126,1914,11561,5425,5606,7,-5.7786741,1.5596676,8,.0029090999,483900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.8536641e-11,9.3763770e-09,-8.8099826e-11,-1.8797124e-11,-3.1597485e-11,-7.2682402e-11,-3.1332301e-11,-1.9017170e-11,-1.9396143e-11,-4.1214681e-11,-2.9119603e-11,-2.8813040e-11,-2.8408680e-11,0,0,0,0,0,0,325062.28,158837.72,.67175508,0
Granta,Lada,Renault Group,2017,409900,1.6,87,6.6,160,520,sedan,Russia,93686,0,0,1,0,1,296404.31,0,7,.0093686003,.096781999,-4.5686002,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,89.900002,76.500008,4450,2171,1959,11561,5170,5351,7,-5.0221062,1.3125979,9,.0093686003,409900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-5.9696255e-11,-8.8099826e-11,3.0000500e-08,-6.0535126e-11,-1.0175801e-10,-2.3406976e-10,-1.0090399e-10,-6.1243774e-11,-6.2464235e-11,-1.3272967e-10,-9.3778117e-11,-9.2790851e-11,-9.1488629e-11,0,0,0,0,0,0,325062.25,84837.75,.79302818,0
Kalina,Lada,Renault Group,2017,475200,1.6,87,7,145,355,universal,Russia,19989,0,0,0,1,1,343623.63,0,7,.0019989,.096781999,-6.1133671,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,89.5,76.100006,4450,2186,1974,11561,5335,5516,7,-5.4907537,1.5330247,10,.0019989,475200,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-1.2736891e-11,-1.8797124e-11,-6.0535126e-11,6.4485750e-09,-2.1711256e-11,-4.9941509e-11,-2.1529042e-11,-1.3067073e-11,-1.3327472e-11,-2.8319421e-11,-2.0008653e-11,-1.9798009e-11,-1.9520163e-11,0,0,0,0,0,0,325062.28,150137.72,.6840536,0
Largus,Lada,Renault Group,2017,554900,1.6,87,8.199999999999999,145,560,universal,Russia,33601,0,0,0,1,1,401255.81,0,7,.0033601001,.096781999,-5.5939932,0,0,0,0,0,1,0,0,0,41.200001,19.299999,18.700001,2708,1207,1327,179.60001,88.300003,74.900009,4450,2186,1974,11561,5130,5311,7,-5.4196496,1.7877002,11,.0033601001,554900,.0031212,.0055304999,.0068613999,.0096688997,.0024611,.0018723001,.0019712001,.0029090999,.0093686003,.0019989,.0033601001,.0077291001,.0033319001,.0020222999,.0020626001,.0043827998,.0030966001,.003064,.003021,.0028198999,.0032931,.0022648,.0029445,.0048595001,.0027666001,0,0,0,0,0,0,-2.1410393e-11,-3.1597485e-11,-1.0175801e-10,-2.1711256e-11,1.0825106e-08,-8.3950409e-11,-3.6189773e-11,-2.1965417e-11,-2.2403142e-11,-4.7604230e-11,-3.3634040e-11,-3.3279952e-11,-3.2812902e-11,0,0,0,0,0,0,325062.25,229837.75,.58580327,0
