model,brand,firm,year,configdeschref,rating,price,price_adj,configuration,period,drive,body,engine_sm,acceleration,clearance,maxspeed,country,seats,size,wheelbase,weight,fuelcons_city,fuelcons_rural,fuelcons_mix,ac,month_start,month_end,year_start,year_end,drive1,drive2,body1,body2,body3,body4,body_SUV,body_hatch,transmission,extra,engine,russia_prod,russia_prod_alt,length,width,height,fuelcons,trunk,horsepower,size2,gen,restyle,russia,months_sold,mainid,quantity,model_orig,brand_orig,firm_id,firm1,firm2,firm3,firm4,firm5,firm6,firm7,firm8,firm9,national,europe,japan,usa,korea,brand1,brand2,brand3,brand4,brand5,brand6,brand7,brand8,brand9,brand10,brand11,brand12,brand13,brand14,brand15,brand16,y2013,y2014,y2015,y2016,y2017,time,tariff_sh,tax_var,euro,price_euro,tax_fixed,tariff_min,share,sumshare,outshare,logshare,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,alpha,a,delta0,el,id,tilde_share,tilde_price,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup_pure,mc,margins,lnmc
Octavia,Skoda,Volkswagen AG,2014,https://www.drom.ru/catalog/skoda/octavia/75477/,8.6999998,816,755.55554,1.6 MPI MT Active,март 2014 - май 2015,Передний,Хэтчбек,1598,10.8,155,191,Россия,5,4659 x 1814 x 1461,2680,1225,8.5,5.1999998,"6,4",0,3,5,2014,2015,1,0,0,0,0,1,0,1,0,0,1.6,1,1,4659,1814,1461,6.4,568,110,8.4514256,3,,1,10,70,35292,Octavia A7,Skoda,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,38.4217,21237.998,0,0,.007684757,.27849928,.72150075,-4.5420947,40.900002,1.6,37.700001,2674,85,2479,181.39999,6.4000001,168.59999,4264,170,3939,11383,460,10355,-.00080897001,1,-4.6125722,-.60652465,24,.007684757,755.55554,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.1689639e-06,-7.9803570e-08,1262.0388,-506.48328,1.6703455,
Polo,Volkswagen,Volkswagen AG,2014,https://www.drom.ru/catalog/volkswagen/polo/201028/,8.3999996,505,467.59259,1.6 MPI MT Trendline,июль 2014 - июль 2015,Передний,Седан,1598,11.9,170,179,Россия,4,4384 x 1699 x 1465,2552,1159,8.6999998,5.0999999,"6,4",0,7,7,2014,2015,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4384,1699,1465,6.4,460,85,7.4484162,5,,1,6,90,58953,Polo,VW,8,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,38.4217,13143.614,0,0,.012836888,.27849928,.72150075,-4.0290103,40.900002,1.6,37.700001,2674,110,2479,181.39999,6.4000001,168.59999,4264,155,3939,11383,568,10355,-.00080897001,1,-4.3796186,-.37341258,25,.012836888,467.59259,.006066455,.0064540463,.0094591845,.024963485,.0075806733,.02039165,.0066643907,.0064797406,.0054334621,.0063079372,.010065394,.0069047841,.016578885,.013159374,.0080237901,.0093483506,.033274047,.014286218,.014187579,.010412266,.0074289031,.0060324864,.0084745288,.007684757,.012836888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7.9803570e-08,.000010251351,1262.0388,-794.44623,2.6990137,
Niva,Chevrolet,General Motors,2015,https://www.drom.ru/catalog/chevrolet/niva/68040/,7.4000001,519,419.69916,1.7 MT L,апрель 2009 - март 2015,Полный (4WD),SUV,1690,19,200,140,Россия,5,4056 x 1800 x 1652,2450,1410,14.1,8.8000002,"10,8",0,4,3,2009,2015,0,1,1,0,0,0,1,0,0,1,1.7,1,1,4056,1800,1652,10.8,320,80,7.3007998,1,1,1,3,5,31367,Niva,Chevrolet,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,8514.0723,0,0,.0076645352,.2322156,.76778442,-4.606905,42.799999,0,41.099998,2724,0,2644,188.10001,1.9073487e-07,177.3,4398,0,4198,12436,0,12116,-.00080897001,1,-4.3408747,-.33692172,1,.0076645352,419.69916,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,6.1528558e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1245.6875,-825.98834,2.9680486,
Solaris,Hyundai,Hyundai Motor,2015,https://www.drom.ru/catalog/hyundai/solaris/93368/,8.6000004,593.9,480.26849,1.4 MT Active,июнь 2014 - январь 2017,Передний,Седан,1396,11.5,160,190,Россия,4,4375 x 1700 x 1470,2570,1130,7.5999999,4.9000001,"5,9",0,6,1,2014,2017,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4375,1700,1470,5.9,470,107,7.4375,1,1,1,12,17,115868,Solaris,Hyundai,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,9742.7891,0,0,.028312379,.2322156,.76778442,-3.3002098,42.799999,6.7999997,34.599998,2724,506,2111,188.10001,29.1,153.10001,4398,652,3586,12436,2035,9931,-.00080897001,1,-4.389873,-.3775228,2,.028312379,480.26849,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,.000022255403,-1.0681606e-07,-5.4340978e-07,-1.1613434e-07,-1.0783463e-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.5933,-841.32477,2.75178,
ix35,Hyundai,Hyundai Motor,2015,https://www.drom.ru/catalog/hyundai/ix35/73567/,8.6000004,1079.9,873.28162,2.0 MT 2WD Start,май 2013 - декабрь 2015,Передний,SUV,1998,10.4,175,184,Словакия,5,4410 x 1820 x 1660,2640,1380,11.4,6.9000001,"8,6",1,5,12,2013,2015,1,0,1,0,0,0,1,0,0,0,2,0,0,4410,1820,1660,8.6,591,149,8.0262003,1,1,0,12,22,19086,ix35,Hyundai,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,.25,269975,60.957901,17715.506,0,0,.0046636695,.2322156,.76778442,-5.1037064,42.799999,6.1999998,34.599998,2724,464,2111,188.10001,26.4,153.10001,4398,637,3586,12436,1914,9931,-.00080897001,1,-4.707809,-.70316392,3,.0037309355,698.62531,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,-1.0681606e-07,3.7551738e-06,-8.9511502e-08,-1.9129871e-08,-1.7762728e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074.3652,-375.73993,1.230262,
Rio,Kia,Hyundai Motor,2015,https://www.drom.ru/catalog/kia/rio/81143/,8.5,574.9,464.90375,1.4 MT Comfort,апрель 2015 - март 2016,Передний,Седан,1396,11.5,160,190,Россия,4,4377 x 1700 x 1470,2570,1119,7.5999999,4.9000001,"5,9",0,4,3,2015,2016,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4377,1700,1470,5.9,500,107,7.4408998,3,1,1,9,25,97097,New Rio,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,9431.0986,0,0,.023725679,.2322156,.76778442,-3.4769511,42.799999,6.7999997,34.599998,2724,506,2111,188.10001,29.1,153.10001,4398,652,3586,12436,2005,9931,-.00080897001,1,-4.3774438,-.36717013,4,.023725679,464.90375,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,-5.4340978e-07,-8.9511502e-08,.000018737986,-9.7320189e-08,-9.0365056e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.5933,-856.68951,2.8427246,
Sportage,Kia,Hyundai Motor,2015,https://www.drom.ru/catalog/kia/sportage/84097/,8.5,1129.9,913.71509,2.0 MT 2WD Classic,май 2015 - февраль 2016,Передний,SUV,1998,10.7,167,185,"Южная Корея, Словакия, Россия",5,4440 x 1855 x 1640,2640,1980,11.2,6.9000001,"8,5",1,5,2,2015,2016,1,0,1,0,0,0,1,0,0,0,2,1,0,4440,1855,1640,8.5,564,150,8.2362003,3,1,0,8,30,20751,Sportage,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,.25,282475,60.957901,18535.744,0,0,.0050705126,.2322156,.76778442,-5.0200672,42.799999,6.1999998,34.599998,2724,463,2111,188.10001,26.5,153.10001,4398,645,3586,12436,1941,9931,-.00080897001,1,-4.7405186,-.73542011,5,.0040564099,730.97205,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,-1.1613434e-07,-1.9129871e-08,-9.7320189e-08,4.0810937e-06,-1.9312289e-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1074.3652,-343.39319,1.1758208,
cee'd,Kia,Hyundai Motor,2015,https://www.drom.ru/catalog/kia/cee~d/96858/,8.6000004,729.9,590.24744,1.4 MT Classic,декабрь 2014 - январь 2016,Передний,Хэтчбек,1396,12.8,150,182,"Россия, Словакия",5,4310 x 1780 x 1470,2650,1258,8.1000004,4.9000001,"6,1",0,12,1,2014,2016,1,0,0,0,0,1,0,1,0,0,1.4,1,0,4310,1780,1470,6.1,380,100,7.6718001,2,,1,12,35,19268,New Cee'd,KIA,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,11973.838,0,0,.0047081411,.2322156,.76778442,-5.0942159,42.799999,6.7999997,34.599998,2724,513,2111,188.10001,28.9,153.10001,4398,662,3586,12436,2125,9931,-.00080897001,1,-4.4788427,-.47524437,6,.0047081411,590.24744,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,-1.0783463e-07,-1.7762728e-08,-9.0365056e-08,-1.9312289e-08,3.7908128e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1321.5933,-731.34583,2.2390497,
CX-5,Mazda,Mazda Motor Corporation,2015,https://www.drom.ru/catalog/mazda/cx-5/99872/,9.1000004,1299,1050.4611,2.0 Drive,февраль 2015 - май 2016,Передний,SUV,1997,9.3000002,215,197,"Япония, Россия, Малайзия",5,4555 x 1840 x 1670,2700,1365,7.6999998,5.3000002,"6,2",1,2,5,2015,2016,1,0,1,0,0,0,1,0,0,0,2,1,0,4555,1840,1670,6.2,403,150,8.3811998,1,1,1,11,38,17681,CX-5,Mazda,4,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,21309.789,0,0,.0043203575,.2322156,.76778442,-5.180171,42.799999,0,40.799999,2724,0,2574,188.10001,-1.9073487e-07,181.90001,4398,0,4183,12436,0,12033,-.00080897001,1,-4.8511419,-.84612006,7,.0043203575,1050.4611,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,3.4799398e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.5035,-191.04248,1.1818653,
Outlander,Mitsubishi,Mitshubishi Group,2015,https://www.drom.ru/catalog/mitsubishi/outlander/76148/,8.6000004,1279,1034.2876,2.0 CVT 2WD Inform,май 2014 - февраль 2016,Передний,SUV,1998,11.5,215,190,"Япония, Россия",5,4655 x 1800 x 1680,2670,1415,9,6.6999998,"7,5",0,5,2,2014,2016,1,0,1,0,0,0,1,0,1,1,2,1,0,4655,1800,1680,7.5,591,146,8.3789997,3,1,1,12,42,16294,Outlander,Mitsubishi,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,20981.693,0,0,.0039814436,.2322156,.76778442,-5.2618647,42.799999,0,40.799999,2724,0,2578,188.10001,0,180.60001,4398,0,4183,12436,0,11845,-.00080897001,1,-4.838058,-.83337635,8,.0039814436,1034.2876,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,3.2080447e-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1241.0811,-206.79346,1.1999381,
on-DO,Datsun,Renault Group,2015,https://www.drom.ru/catalog/datsun/on-do/76715/,8.1000004,376,304.05954,1.6 MT Access,июль 2014 - май 2017,Передний,Седан,1596,12.9,174,165,Россия,4,4337 x 1700 x 1500,2476,1160,9.6999998,6.0999999,"7,4",0,7,5,2014,2017,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4337,1700,1500,7.4,530,82,7.3729,1,,1,12,9,23643,on-DO,Datsun,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,6168.1914,0,0,.0057771737,.2322156,.76778442,-4.8895946,42.799999,15.799999,25.4,2724,944,1698,188.10001,75.199997,105.50001,4398,1720,2504,12436,4317,7589,-.00080897001,1,-4.2473254,-.244554,9,.0057771737,304.05954,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,4.6465602e-06,-2.9665363e-08,-2.3412991e-08,-5.0159443e-08,-4.7176574e-08,-3.4511952e-08,-4.0325801e-08,-1.3724613e-07,-4.0961886e-08,-4.4516888e-08,-3.2554588e-08,0,0,0,0,0,0,1386.734,-1082.6744,4.5607319,
Almera,Nissan,Renault Group,2015,https://www.drom.ru/catalog/nissan/almera/71484/,7.9000001,626,506.22675,1.6 MT Welcome,ноябрь 2012 - март 2017,Передний,Седан,1598,10.9,160,185,Россия,4,4656 x 1695 x 1522,2700,1177,9.5,5.8000002,"7,2",0,11,3,2012,2017,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4656,1695,1522,7.2,500,102,7.8919201,3,,1,12,44,25977,Almera,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,10269.383,0,0,.0063474872,.2322156,.76778442,-4.7954497,42.799999,15.799999,25.4,2724,924,1698,188.10001,75.400002,105.50001,4398,1734,2504,12436,4347,7589,-.00080897001,1,-4.4108725,-.40692282,10,.0063474872,506.22675,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-2.9665363e-08,5.1023330e-06,-2.5724285e-08,-5.5111101e-08,-5.1833773e-08,-3.7918916e-08,-4.4306699e-08,-1.5079486e-07,-4.5005581e-08,-4.8911527e-08,-3.5768327e-08,0,0,0,0,0,0,1386.734,-880.50726,2.7393534,
X-Trail,Nissan,Renault Group,2015,https://www.drom.ru/catalog/nissan/x-trail/79651/,8.3000002,1409,1139.4146,2.0 MT 2WD XE,январь 2015 - январь 2017,Передний,SUV,1997,11.1,210,183,Россия,5,4640 x 1820 x 1710,2705,1525,11.2,6.5999999,"8,3",0,1,1,2015,2017,1,0,1,0,0,0,1,0,0,0,2,1,1,4640,1820,1710,8.300000000000001,497,144,8.4448004,3,,1,12,49,20502,X-Trail,Nissan,6,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,23114.313,0,0,.0050096693,.2322156,.76778442,-5.0321393,42.799999,15.4,25.4,2724,882,1698,188.10001,74.299995,105.50001,4398,1684,2504,12436,4350,7589,-.00080897001,1,-4.9231024,-.91713452,11,.0050096693,1139.4146,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-2.3412991e-08,-2.5724285e-08,4.0323698e-06,-4.3495699e-08,-4.0909111e-08,-2.9926998e-08,-3.4968469e-08,-1.1901282e-07,-3.5520053e-08,-3.8602767e-08,-2.8229673e-08,0,0,0,0,0,0,1386.734,-247.31946,1.2170584,
Duster,Renault,Renault Group,2015,https://www.drom.ru/catalog/renault/duster/93740/,8.1999998,689,557.17291,1.6 MT 4x2 Authentique,июнь 2015 -,Передний,SUV,1598,10.9,205,167,Россия,5,4315 x 1822 x 1625,2673,1190,9.3000002,6.3000002,"7,4",0,6,,2015,,1,0,1,0,0,0,1,0,0,0,1.6,1,1,4315,1822,1625,7.4,475,114,7.8619299,1,1,1,7,55,43923,Duster,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,11302.883,0,0,.010732598,.2322156,.76778442,-4.2702231,42.799999,15.799999,25.4,2724,912,1698,188.10001,75.199997,105.50001,4398,1689,2504,12436,4372,7589,-.00080897001,1,-4.4520864,-.44589859,12,.010732598,557.17291,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-5.0159443e-08,-5.5111101e-08,-4.3495699e-08,8.5891652e-06,-8.7642718e-08,-6.4114893e-08,-7.4915626e-08,-2.5497027e-07,-7.6097322e-08,-8.2701661e-08,-6.0478584e-08,0,0,0,0,0,0,1386.734,-829.5611,2.4888754,
Logan,Renault,Renault Group,2015,https://www.drom.ru/catalog/renault/logan/67084/,7.8000002,409,330.74561,1.4 MT Authentique,сентябрь 2009 - июнь 2016,Передний,Седан,1390,13,155,162,Россия,4,4288 x 1740 x 1534,2630,975,9.3999996,5.5,"6,9",0,9,6,2009,2016,1,0,0,1,0,0,0,0,0,0,1.4,1,1,4288,1740,1534,6.9,510,75,7.4611201,1,1,1,12,61,41311,Logan,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,6709.5488,0,0,.010094355,.2322156,.76778442,-4.3315325,42.799999,16,25.4,2724,951,1698,188.10001,75.699997,105.50001,4398,1739,2504,12436,4337,7589,-.00080897001,1,-4.2689137,-.26486239,13,.010094355,330.74561,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-4.7176574e-08,-5.1833773e-08,-4.0909111e-08,-8.7642718e-08,8.0835998e-06,-6.0302128e-08,-7.0460565e-08,-2.3980778e-07,-7.1571989e-08,-7.7783582e-08,-5.6882065e-08,0,0,0,0,0,0,1386.734,-1055.9884,4.1927509,
Sandero,Renault,Renault Group,2015,https://www.drom.ru/catalog/renault/sandero/77418/,8,419,338.83228,1.2 MT Access,сентябрь 2014 - февраль 2016,Передний,Хэтчбек,1149,14.5,155,156,Россия,5,4080 x 1733 x 1523,2589,1044,7.6999998,5.0999999,"6,0",0,9,2,2014,2016,1,0,0,0,0,1,0,1,0,0,1.1,1,1,4080,1733,1523,6,320,75,7.0706401,2,,1,12,66,30221,Sandero,Renault,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,60.957901,6873.5962,0,0,.0073845098,.2322156,.76778442,-4.6441245,42.799999,16.299999,25.4,2724,951,1698,188.10001,76.599998,105.50001,4398,1739,2504,12436,4527,7589,-.00080897001,1,-4.2754555,-.27208102,14,.0073845098,338.83228,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-3.4511952e-08,-3.7918916e-08,-2.9926998e-08,-6.4114893e-08,-6.0302128e-08,5.9297331e-06,-5.1545321e-08,-1.7543101e-07,-5.2358381e-08,-5.6902461e-08,-4.1611987e-08,0,0,0,0,0,0,1386.734,-1047.9017,4.0926857,
4x4 2121 Нива,Лада,Renault Group,2015,https://www.drom.ru/catalog/lada/2121_4x4_niva/79221/,7.3000002,435,351.77097,Стандарт 21214-40-010,январь 2015 - декабрь 2015,Полный (4WD),SUV,1690,17,205,142,Россия,3,3740 x 1680 x 1640,2200,1285,12.1,8.3000002,"9,9",0,1,12,2015,2015,0,1,1,0,0,0,1,0,0,1,1.7,1,1,3740,1680,1640,9.9,265,83,6.2831998,1,,1,12,97,35312,4x4,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,60.957901,7136.0723,0,0,.0086284969,.2322156,.76778442,-4.4884386,42.799999,15.7,25.4,2724,943,1698,188.10001,72.699997,105.50001,4398,1689,2504,12436,4582,7589,-.00080897001,1,-4.2859225,-.28211674,15,.0086284969,351.77097,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-4.0325801e-08,-4.4306699e-08,-3.4968469e-08,-7.4915626e-08,-7.0460565e-08,-5.1545321e-08,6.9199664e-06,-2.0498395e-07,-6.1178618e-08,-6.6488191e-08,-4.8621899e-08,0,0,0,0,0,0,1386.7341,-1034.9631,3.9421506,
Гранта,Лада,Renault Group,2015,https://www.drom.ru/catalog/lada/granta/77792/,7.8000002,297.1,240.25555,1.6 MT Стандарт,сентябрь 2014 - январь 2015,Передний,Седан,1596,12.6,160,165,Россия,4,4260 x 1700 x 1500,2476,1160,,,"7,4",0,9,1,2014,2015,1,0,0,1,0,0,0,0,0,0,1.6,1,1,4260,1700,1500,7.4,520,82,7.2420001,1,,1,1,104,120182,Granta,Lada,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,60.957901,4873.8555,0,0,.029366506,.2322156,.76778442,-3.2636542,42.799999,15.799999,25.4,2724,944,1698,188.10001,75.199997,105.50001,4398,1734,2504,12436,4327,7589,-.00080897001,1,-4.1957102,-.18865187,16,.029366506,240.25555,.0076645352,.028312379,.0046636695,.023725679,.0050705126,.0047081411,.0043203575,.0039814436,.0057771737,.0063474872,.0050096693,.010732598,.010094355,.0073845098,.0086284969,.029366506,.0087646004,.0095252628,.0069656936,.0073637404,.0066223815,.0052224984,.0059980666,.011091059,.0048747882,0,0,0,0,0,0,0,0,-1.3724613e-07,-1.5079486e-07,-1.1901282e-07,-2.5497027e-07,-2.3980778e-07,-1.7543101e-07,-2.0498395e-07,.000023058974,-2.0821730e-07,-2.2628807e-07,-1.6548135e-07,0,0,0,0,0,0,1386.734,-1146.4785,5.7719126,
