model,brand,firm,year,price,price_adj,engine,horsepower,fuelcons,clearance,trunk,body,country,quantity,body1,body2,body3,body4,russia,tariff,firm_id,firm1,firm2,firm3,firm4,firm5,firm6,firm7,firm8,firm9,national,brand1,brand2,brand3,brand4,brand5,brand6,brand7,brand8,brand9,brand10,brand11,brand12,brand13,brand14,brand15,brand16,y2013,y2014,y2015,y2016,y2017,time,share,sumshare,logshare,share_group,share_ingroup,logshare_ingroup,engine_yr,engine_fm,engine_iv,horsepower_yr,horsepower_fm,horsepower_iv,fuelcons_yr,fuelcons_fm,fuelcons_iv,clearance_yr,clearance_fm,clearance_iv,trunk_yr,trunk_fm,trunk_iv,engine_gp,engine_iv_gp,horsepower_gp,horsepower_iv_gp,fuelcons_gp,fuelcons_iv_gp,clearance_gp,clearance_iv_gp,trunk_gp,trunk_iv_gp,el,id,share1,share2,share3,share4,share5,share6,share7,share8,share9,share10,share11,share12,share13,share14,share15,share16,share17,share18,share19,share20,share21,share22,share23,share24,share25,delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9,delta10,delta11,delta12,delta13,delta14,delta15,delta16,delta17,delta18,delta19,delta20,delta21,delta22,delta23,delta24,delta25,markup,mc,margins,counter_tariff
Octavia a7,Skoda,Volkswagen AG,2015,887000,722319.63,1.6,110,6.4,155,568,hatchback,Russia,21373,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,.0021373001,.095033899,-6.0483541,.064016998,.033386447,-3.3996053,43,3.2000003,38.200001,2756,195,2451,187,12.200001,168.39999,4183,240,3788,12551,990,10993,28.9,10.9,2004,532,118.9,55.299995,2798,1075,8333,3082,2.3358026,23,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5984418e-09,-5.2329467e-11,-9.6762716e-11,331397.78,555602.25,.37361643,0
Rapid,Skoda,Volkswagen AG,2015,622000,506519.5,1.6,90,5.8,170,530,hatchback,Russia,24547,0,1,0,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,.0024546999,.095033899,-5.909893,.064016998,.038344502,-3.2611442,43,3.2000003,38.200001,2756,215,2451,187,12.8,168.39999,4183,225,3788,12551,1028,10993,28.9,10.9,2024,552,119.5,55.899998,2783,1060,8371,3120,1.6374376,24,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5.2329467e-11,7.5705726e-09,-1.1113247e-10,331397.78,290602.22,.53279388,0
Polo,Volkswagen,Volkswagen AG,2015,645000,525249.31,1.6,105,6.4,70,460,sedan,Russia,45390,0,0,1,0,1,0,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,.0045389999,.095033899,-5.2951908,.064016998,.07090304,-2.6464419,43,3.2000003,38.200001,2756,200,2451,187,12.200001,168.39999,4183,325,3788,12551,1098,10993,28.9,10.9,2009,537,118.9,55.299995,2883,1160,8441,3190,1.6944381,25,.0031367,.0115868,.0019086,.0019268,.0097097,.0020751001,.0017681,.0016294,.0023643,.0035312001,.0120182,.0035869,.0038982001,.0028506999,.0025977001,.0020502,.0043922998,.0041311001,.0030221001,.0030135999,.0027101999,.0019950001,.0021373001,.0024546999,.0045389999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.6762716e-11,-1.1113247e-10,1.3904426e-08,331397.78,313602.22,.51379502,0
Niva,Chevrolet,General Motors,2016,570000,435680.31,1.7,80,10.8,200,320,SUV,Russia,29844,1,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0029843999,.084985301,-5.7255416,.0307218,.097142741,-2.3315737,42.299999,4.7683717e-08,40.599998,2711,0,2631,183.89999,1.9073487e-07,173.09999,4430,0,4230,12010,0,11690,14,24.9,771,1780,65,97.299988,1403,2627,4171,7199,1.4997488,1,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,9.1176542e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,327321.03,242678.97,.57424742,0
Creta,Hyundai,Hyundai Motor,2016,789900,603761.25,1.6,123,7,190,402,SUV,Russia,21929,1,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0021929001,.084985301,-6.0337152,.054263502,.040412061,-3.208627,42.299999,6.2000003,34.5,2711,464,2124,183.89999,26,150.89999,4430,652,3588,12010,1841,9767,25,14.099998,1737,728,101.1,68.799995,2637,1413,7117,4089,2.0799861,2,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,6.7625381e-09,-5.2303762e-11,-3.7346449e-11,-2.1708538e-10,-4.7058853e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342245.25,447654.75,.43327668,0
Solaris,Hyundai,Hyundai Motor,2016,593900,453948.31,1.4,107,5.9,160,470,sedan,Russia,90380,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0090380004,.084985301,-4.6175022,.054263502,.16655762,-1.7924139,42.299999,6.4000001,34.5,2711,480,2124,183.89999,27.1,150.89999,4430,682,3588,12010,1773,9767,25.200001,14.299999,1753,744,102.2,69.899994,2667,1443,7049,4021,1.5531452,3,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-2.2381620e-10,2.7173048e-08,-1.5392275e-10,-8.9471369e-10,-1.9395227e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,351078.41,242821.59,.59114063,0
Cee'd,Kia,Hyundai Motor,2016,794900,607582.94,1.4,100,6.2,150,380,hatchback,?,15081,0,1,0,0,0,.25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0015081,.084985301,-6.4080896,.054263502,.027792159,-3.5830014,42.299999,6.4000001,34.5,2711,487,2124,183.89999,26.799999,150.89999,4430,692,3588,12010,1863,9767,25.200001,14.299999,1760,751,101.9,69.599998,2677,1453,7139,4111,2.0945888,4,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-3.7346449e-11,-3.5970314e-11,4.6623914e-09,-1.4929383e-10,-3.2363289e-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342245.25,452654.75,.43055132,.30000001
Rio,Kia,Hyundai Motor,2016,639900,489108.5,1.4,107,5.9,160,500,sedan,Russia,87662,0,0,1,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0087662004,.084985301,-4.6480365,.054263502,.16154873,-1.8229485,42.299999,6.4000001,34.5,2711,480,2124,183.89999,27.1,150.89999,4430,682,3588,12010,1743,9767,25.200001,14.299999,1753,744,102.2,69.899994,2667,1443,7019,3991,1.6739017,5,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-2.1708538e-10,-2.0908625e-10,-1.4929383e-10,2.6382779e-08,-1.8811955e-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342245.25,297654.75,.53484178,0
Sportage,Kia,Hyundai Motor,2016,1219900,932432.38,2,150,8,182,491,SUV,?,19003,1,0,0,0,0,.25,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0019003,.084985301,-6.1769285,.054263502,.035019856,-3.35184,42.299999,5.8000002,34.5,2711,437,2124,183.89999,25,150.89999,4430,660,3588,12010,1752,9767,24.6,13.699999,1710,701,100.1,67.799995,2645,1421,7028,4000,3.2132158,6,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,-4.7058857e-11,-4.5324838e-11,-3.2363289e-11,-1.8811955e-10,5.8664873e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342245.25,877654.75,.28055188,.30000001
Cx-5,Mazda,Mazda Motor Corporation,2016,1299000,992892.5,2,150,6.2,215,403,SUV,?,15790,1,0,0,0,0,.25,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.001579,.084985301,-6.3621483,.054263502,.029098749,-3.53706,42.299999,0,40.299999,2711,0,2561,183.89999,-1.9073487e-07,177.7,4430,0,4215,12010,0,11607,24.6,13.699999,1710,701,101.9,69.599998,2612,1388,7116,4088,3.4226665,7,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,4.8803193e-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323544.41,975455.63,.24907191,.30000001
4x4,Lada,Renault Group,2016,465700,355958.47,1.7,83,9.9,205,265,SUV,Russia,27274,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0027274,.084985301,-5.8155913,.0307218,.088777348,-2.4216237,42.299999,17.599998,23,2711,1097,1531,183.89999,79.900002,94.099991,4430,1913,2312,12010,4938,6807,14,24.9,768,1777,65.900002,98.199989,1398,2622,4226,7254,1.225637,8,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,8.3450562e-09,-6.3142089e-11,-1.5102104e-11,-1.4343633e-10,-8.5809547e-11,-2.6972347e-10,-9.7493291e-11,-9.1529208e-11,-8.7437453e-11,-3.1670371e-11,-2.1279846e-11,-2.0554322e-11,0,0,0,0,0,0,367123.63,98576.375,.78832644,0
Granta,Lada,Renault Group,2016,389000,297332.72,1.6,87,7,160,520,sedan,Russia,87726,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0087726004,.084985301,-4.6473069,.0307218,.2855497,-1.2533392,42.299999,17.699999,23,2711,1093,1531,183.89999,82.800003,94.099991,4430,1958,2312,12010,4683,6807,14.099999,25,764,1773,68.800003,101.09999,1443,2667,3971,6999,1.0175707,9,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-6.3142089e-11,2.5891074e-08,-4.8575463e-11,-4.6135870e-10,-2.7600386e-10,-8.6755747e-10,-3.1358427e-10,-2.9440098e-10,-2.8123995e-10,-1.0186679e-10,-6.8445985e-11,-6.6112359e-11,0,0,0,0,0,0,378528.03,10471.969,.9730798,0
Kalina,Lada,Renault Group,2016,454500,347397.72,1.6,87,7,145,355,universal,Russia,20982,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0020981999,.084985301,-6.0778604,.0307218,.068296775,-2.6838927,42.299999,17.699999,23,2711,1093,1531,183.89999,82.800003,94.099991,4430,1973,2312,12010,4848,6807,14.099999,25,764,1773,68.800003,101.09999,1458,2682,4136,7164,1.1969153,10,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.5102104e-11,-4.8575463e-11,6.4435488e-09,-1.1034616e-10,-6.6013632e-11,-2.0749935e-10,-7.5001984e-11,-7.0413793e-11,-6.7265984e-11,-2.4364144e-11,-1.6370670e-11,-1.5812523e-11,0,0,0,0,0,0,365975.97,88524.031,.80522764,0
Largus,Lada,Renault Group,2016,554900,424138.63,1.6,87,8.199999999999999,145,560,universal,Russia,29341,0,0,0,1,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0029341001,.084985301,-5.7425394,.0307218,.095505476,-2.3485718,42.299999,17.699999,23,2711,1093,1531,183.89999,81.600006,94.099991,4430,1973,2312,12010,4643,6807,14.099999,25,764,1773,67.600006,99.899994,1458,2682,3931,6959,1.4600923,11,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-2.1118619e-11,-6.7927400e-11,-1.6246639e-11,8.9666283e-09,-9.2312755e-11,-2.9016486e-10,-1.0488197e-10,-9.8465888e-11,-9.4064034e-11,-3.4070555e-11,-2.2892570e-11,-2.2112062e-11,0,0,0,0,0,0,362200.25,192699.75,.65273064,0
Priora,Lada,Renault Group,2016,424900,324772.94,1.6,87,7.3,165,430,sedan,Russia,17553,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0017553,.084985301,-6.2563004,.0307218,.057135321,-2.8623328,42.299999,17.699999,23,2711,1093,1531,183.89999,82.5,94.099991,4430,1953,2312,12010,4773,6807,14.099999,25,764,1773,68.5,100.79999,1438,2662,4061,7089,1.1193489,12,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.2634030e-11,-4.0636980e-11,-9.7194110e-12,-9.2312755e-11,5.4012950e-09,-1.7358862e-10,-6.2744726e-11,-5.8906366e-11,-5.6272990e-11,-2.0382415e-11,-1.3695282e-11,-1.3228349e-11,0,0,0,0,0,0,362200.25,62699.75,.85243648,0
Vesta,Lada,Renault Group,2016,569900,435603.88,1.6,106,6.9,178,480,sedan,Russia,55174,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0055173999,.084985301,-5.1110334,.0307218,.17959234,-1.7170658,42.299999,17.699999,23,2711,1074,1531,183.89999,82.900002,94.099991,4430,1940,2312,12010,4723,6807,14.099999,25,745,1754,68.900002,101.19999,1425,2649,4011,7039,1.4956762,13,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-3.9712299e-11,-1.2773342e-10,-3.0550833e-11,-2.9016486e-10,-1.7358862e-10,1.6605735e-08,-1.9722428e-10,-1.8515922e-10,-1.7688179e-10,-6.4067640e-11,-4.3048110e-11,-4.1580409e-11,0,0,0,0,0,0,362200.25,207699.75,.63555056,0
Xray,Lada,Renault Group,2016,599900,458534.41,1.6,106,7.2,195,361,hatchback,Russia,19943,0,1,0,0,1,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,.0019942999,.084985301,-6.1286469,.0307218,.064914815,-2.7346795,42.299999,17.699999,23,2711,1074,1531,183.89999,82.600006,94.099991,4430,1923,2312,12010,4842,6807,14.099999,25,745,1754,68.600006,100.89999,1408,2632,4130,7158,1.5799874,14,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.4354268e-11,-4.6170071e-11,-1.1042797e-11,-1.0488197e-10,-6.2744733e-11,-1.9722428e-10,6.1281873e-09,-6.6926999e-11,-6.3935073e-11,-2.3157665e-11,-1.5560019e-11,-1.5029509e-11,0,0,0,0,0,0,362200.22,237699.78,.60376763,0
Qashqai,Nissan,Renault Group,2016,1129000,862952.81,1.2,115,6.2,200,430,SUV,Russia,18723,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,.0018723001,.084985301,-6.1917725,.054263502,.034503855,-3.3666842,42.299999,18.099998,23,2711,1065,1531,183.89999,83.600006,94.099991,4430,1918,2312,12010,4773,6807,25.4,14.499999,1745,736,101.9,69.599998,2627,1403,7089,4061,2.9738686,15,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-5.7666639e-11,-1.8548302e-10,-4.4363180e-11,-1.4497467e-11,-8.6729833e-12,-2.7261618e-11,-9.8538885e-12,5.7806395e-09,-8.8375201e-12,-9.3033282e-11,-6.2510601e-11,-6.0379340e-11,0,0,0,0,0,0,360221.44,768778.56,.31906238,0
X-trail,Nissan,Renault Group,2016,1409000,1076971.3,2,144,8.300000000000001,210,497,SUV,Russia,17886,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,3,.0017886,.084985301,-6.2375069,.054263502,.03296138,-3.4124186,42.299999,17.299999,23,2711,1036,1531,183.89999,81.5,94.099991,4430,1908,2312,12010,4706,6807,24.6,13.699999,1716,707,99.799995,67.499992,2617,1393,7022,3994,3.7117205,16,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-5.5088684e-11,-1.7719111e-10,-4.2379947e-11,-1.3849366e-11,-8.2852631e-12,-2.6042904e-11,-9.4133763e-12,-8.8375201e-12,5.5239102e-09,-8.8874283e-11,-5.9716100e-11,-5.7680118e-11,0,0,0,0,0,0,360137.06,1048863,.25559762,0
Duster,Renault,Renault Group,2016,689000,526638.13,1.6,114,7.4,205,475,SUV,Russia,44001,1,0,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,.0044001001,.084985301,-5.3373127,.054263502,.081087656,-2.5122244,42.299999,17.699999,23,2711,1066,1531,183.89999,82.400002,94.099991,4430,1913,2312,12010,4728,6807,25,14.099998,1746,737,100.7,68.399994,2622,1398,7044,4016,1.8102802,17,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-1.3552261e-10,-4.3590442e-10,-1.0425810e-10,-3.4070555e-11,-2.0382415e-11,-6.4067640e-11,-2.3157665e-11,-2.1741012e-11,-2.0769091e-11,1.3459501e-08,-1.4690643e-10,-1.4189774e-10,0,0,0,0,0,0,358343.91,330656.09,.52009273,0
Logan,Renault,Renault Group,2016,534000,408163.66,1.6,82,7.2,155,510,sedan,Russia,29565,0,0,1,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,.0029565,.084985301,-5.7349339,.054263502,.054484136,-2.9098456,42.299999,17.699999,23,2711,1098,1531,183.89999,82.600006,94.099991,4430,1963,2312,12010,4693,6807,25,14.099998,1778,769,100.9,68.599998,2672,1448,7009,3981,1.4050672,18,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-9.1059882e-11,-2.9289138e-10,-7.0052734e-11,-2.2892570e-11,-1.3695282e-11,-4.3048110e-11,-1.5560019e-11,-1.4608145e-11,-1.3955097e-11,-1.4690643e-10,9.0918588e-09,-9.5343441e-11,0,0,0,0,0,0,358343.91,175656.09,.67105603,0
Sandero,Renault,Renault Group,2016,534000,408163.66,1.6,82,7.2,155,320,hatchback,Russia,28557,0,1,0,0,1,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,.0028557,.084985301,-5.7696233,.054263502,.052626532,-2.9445348,42.299999,17.699999,23,2711,1098,1531,183.89999,82.600006,94.099991,4430,1963,2312,12010,4883,6807,25,14.099998,1778,769,100.9,68.599998,2672,1448,7199,4171,1.4052093,19,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,-8.7955247e-11,-2.8290542e-10,-6.7664332e-11,-2.2112062e-11,-1.3228349e-11,-4.1580409e-11,-1.5029509e-11,-1.4110089e-11,-1.3479306e-11,-1.4189774e-10,-9.5343441e-11,8.7851282e-09,0,0,0,0,0,0,358343.91,175656.09,.67105603,0
Camry,Toyota,Toyota Group,2016,1407000,1075442.5,2,150,7.2,160,506,sedan,Russia,28063,0,0,1,0,1,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,.0028063001,.084985301,-5.7870731,.054263502,.05171616,-2.9619849,42.299999,2,38.299999,2711,146,2415,183.89999,7.4000006,169.29999,4430,197,4073,12010,577,10927,24.6,13.699999,1710,701,100.9,68.599998,2667,1443,7013,3985,3.702673,20,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6347223e-09,-9.6983629e-11,0,0,0,0,328693.59,1078306.4,.23361307,0
Rav 4,Toyota,Toyota Group,2016,1496000,1143469.8,2,146,7.4,197,577,SUV,?,30603,1,0,0,0,0,.25,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,.0030602999,.084985301,-5.7004271,.054263502,.056397021,-2.875339,42.299999,2,38.299999,2711,150,2415,183.89999,7.2000003,169.29999,4430,160,4073,12010,506,10927,24.6,13.699999,1714,705,100.7,68.399994,2630,1406,6942,3914,3.9358833,21,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9.6983629e-11,9.4074775e-09,0,0,0,0,328693.63,1167306.4,.21971498,.30000001
Patriot,Uaz,UAZ,2016,699000,534281.69,2.7,128,11.5,210,1200,SUV,Russia,19381,1,0,0,0,1,0,8,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,.0019381,.084985301,-6.1572318,.0307218,.063085496,-2.7632644,42.299999,4.7683717e-08,39.599998,2711,0,2583,183.89999,0,172.39999,4430,0,4220,12010,0,10810,13,23.9,723,1732,64.300003,96.599991,1393,2617,3291,6319,1.8410958,22,.0029843999,.0021929001,.0090380004,.0015081,.0087662004,.0019003,.001579,.0027274,.0087726004,.0020981999,.0029341001,.0017553,.0055173999,.0019942999,.0018723001,.0017886,.0044001001,.0029565,.0028557,.0028063001,.0030602999,.0019381,.0021758999,.0025931001,.0047701998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9574452e-09,0,0,0,325324,373676,.46541345,0
